"","nest","site","species","lat","lon","prot","estHD","cov_1m","cov_5m","i","j","k","camera","final_fate","cam_fate","fate_date","year","season_day","status","last_obs","same_ID","obs_int","init_date","nest_age","final_obs","lost"
"126",20233,"RUTW","LETE","29.76543","-93.15392","none",51,NA,NA,35,40,42,FALSE,0,NA,NA,"2020",42,"0",TRUE,0,2,32,NA,"fail",FALSE
"127",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",35,"1",FALSE,1,0,32,NA,NA,FALSE
"128",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",37,"1",FALSE,0,2,32,NA,NA,FALSE
"129",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",40,"1",FALSE,0,3,32,NA,NA,FALSE
"130",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",42,"unknown",FALSE,0,2,32,NA,NA,TRUE
"131",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",44,"1",TRUE,0,2,32,NA,"2E",FALSE
"132",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",35,"1",FALSE,1,0,32,NA,NA,FALSE
"133",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",37,"1",FALSE,0,2,32,NA,NA,FALSE
"134",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",40,"1",FALSE,0,3,32,NA,NA,FALSE
"135",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",42,"unknown",FALSE,0,2,32,NA,NA,TRUE
"136",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",44,"1",FALSE,0,2,32,NA,NA,FALSE
"137",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",49,"0",TRUE,0,5,32,NA,"0E",FALSE
"138",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",35,"1",FALSE,1,0,25,NA,NA,FALSE
"139",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",37,"1",FALSE,0,2,25,NA,NA,FALSE
"140",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",40,"1",FALSE,0,3,25,NA,NA,FALSE
"141",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",42,"unknown",FALSE,0,2,25,NA,NA,TRUE
"142",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",44,"1",FALSE,0,2,25,NA,NA,FALSE
"143",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",49,"0",TRUE,0,5,25,NA,"not f",TRUE
"144",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",37,"1",FALSE,1,0,26,20,NA,FALSE
"145",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",40,"1",FALSE,0,3,26,20,NA,FALSE
"146",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",42,"1",FALSE,0,2,26,20,NA,FALSE
"147",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",44,"1",FALSE,0,2,26,20,NA,FALSE
"148",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",45,"1",TRUE,0,1,26,20,"2C",FALSE
"149",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",42,"1",FALSE,1,0,NA,NA,NA,FALSE
"150",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",44,"1",FALSE,0,2,NA,NA,NA,FALSE
"151",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",45,"1",FALSE,0,1,NA,NA,NA,FALSE
"152",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",48,"1",FALSE,0,3,NA,NA,NA,FALSE
"153",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",52,"0",TRUE,0,4,NA,NA,"0E",FALSE
"154",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",42,"1",FALSE,1,0,36,NA,NA,FALSE
"155",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",44,"1",FALSE,0,2,36,NA,NA,FALSE
"156",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",45,"1",FALSE,0,1,36,NA,NA,FALSE
"157",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",48,"1",FALSE,0,3,36,NA,NA,FALSE
