"","nest","site","species","lat","lon","prot","estHD","cov_1m","cov_5m","i","j","k","camera","final_fate","cam_fate","fate_date","year","season_day","status","last_obs","same_ID","obs_int","init_date","nest_age"
"65",20206,"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",30,1,FALSE,0,2,25,NA
"66",20206,"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,25,NA
"67",20206,"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,25,NA
"68",20206,"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,25,NA
"69",20206,"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,25,NA
"70",20206,"RUTE","LETE","29.7584","-93.12087","symbolic",44,NA,NA,25,42,42,FALSE,1,NA,NA,"2020",42,0,TRUE,0,2,25,NA
"71",20207,"RUTE","LETE","29.7584","-93.12078","none",45,NA,NA,25,28,30,FALSE,0,NA,NA,"2020",25,1,FALSE,1,0,26,NA
"72",20207,"RUTE","LETE","29.7584","-93.12078","none",45,NA,NA,25,28,30,FALSE,0,NA,NA,"2020",28,1,FALSE,0,3,26,NA
"73",20207,"RUTE","LETE","29.7584","-93.12078","none",45,NA,NA,25,28,30,FALSE,0,NA,NA,"2020",30,0,TRUE,0,2,26,NA
"74",20211,"RUTW","LETE","29.76726","-93.16264","none",46,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",28,1,FALSE,1,0,27,NA
"75",20211,"RUTW","LETE","29.76726","-93.16264","none",46,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",32,1,FALSE,0,4,27,NA
"76",20211,"RUTW","LETE","29.76726","-93.16264","none",46,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",35,0,TRUE,0,3,27,NA
"77",20212,"RUTW","LETE","29.7674","-93.16321","none",47,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",28,1,FALSE,1,0,28,NA
"78",20212,"RUTW","LETE","29.7674","-93.16321","none",47,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",32,1,FALSE,0,4,28,NA
"79",20212,"RUTW","LETE","29.7674","-93.16321","none",47,NA,NA,28,32,35,FALSE,6,NA,NA,"2020",35,0,TRUE,0,3,28,NA
"80",20213,"RUTW","LETE","29.7676","-93.1645","none",45,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",28,1,FALSE,1,0,26,NA
"81",20213,"RUTW","LETE","29.7676","-93.1645","none",45,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",32,1,FALSE,0,4,26,NA
"82",20213,"RUTW","LETE","29.7676","-93.1645","none",45,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",35,0,TRUE,0,3,26,NA
"83",20215,"RUTW","LETE","29.76802","-93.16669","none",43,NA,NA,28,28,30,FALSE,6,NA,NA,"2020",28,1,FALSE,1,0,24,NA
"84",20215,"RUTW","LETE","29.76802","-93.16669","none",43,NA,NA,28,28,30,FALSE,6,NA,NA,"2020",30,0,TRUE,0,2,24,NA
"85",20217,"RUTW","LETE","29.76833","-93.16808","none",47,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",28,1,FALSE,1,0,28,NA
"86",20217,"RUTW","LETE","29.76833","-93.16808","none",47,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",32,1,FALSE,0,4,28,NA
"87",20217,"RUTW","LETE","29.76833","-93.16808","none",47,NA,NA,28,32,35,FALSE,2,NA,NA,"2020",35,0,TRUE,0,3,28,NA
"88",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",28,1,FALSE,1,0,22,22
"89",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",32,1,FALSE,0,4,22,22
"90",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",35,1,FALSE,0,3,22,22
"91",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",37,1,FALSE,0,2,22,22
"92",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",40,1,FALSE,0,3,22,22
"93",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",42,1,FALSE,0,2,22,22
"94",20218,"RUTW","LETE","29.76847","-93.16855","none",41,NA,NA,28,42,44,TRUE,8,1,44,"2020",44,1,TRUE,0,2,22,22
"95",20219,"RUTW","LETE","29.76856","-93.16946","none",43,NA,NA,28,37,40,FALSE,0,NA,NA,"2020",28,1,FALSE,1,0,24,NA
"96",20219,"RUTW","LETE","29.76856","-93.16946","none",43,NA,NA,28,37,40,FALSE,0,NA,NA,"2020",30,1,FALSE,0,2,24,NA
"97",20219,"RUTW","LETE","29.76856","-93.16946","none",43,NA,NA,28,37,40,FALSE,0,NA,NA,"2020",32,1,FALSE,0,2,24,NA
"98",20219,"RUTW","LETE","29.76856","-93.16946","none",43,NA,NA,28,37,40,FALSE,0,NA,NA,"2020",35,1,FALSE,0,3,24,NA
"99",20219,"RUTW","LETE","29.76856","-93.16946","none",43,NA,NA,28,37,40,FALSE,0,NA,NA,"2020",37,1,FALSE,0,2,24,NA
"100",20219,"RUTW","LETE","29.76856","-93.16946","none",43,NA,NA,28,37,40,FALSE,0,NA,NA,"2020",40,0,TRUE,0,3,24,NA
"101",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",28,1,FALSE,1,0,27,NA
"102",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",32,1,FALSE,0,4,27,NA
"103",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",35,1,FALSE,0,3,27,NA
"104",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",37,1,FALSE,0,2,27,NA
"105",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",40,1,FALSE,0,3,27,NA
"106",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",42,1,FALSE,0,2,27,NA
"107",20220,"RUTW","LETE","29.77005","-93.17725","none",46,NA,NA,28,42,44,FALSE,0,NA,NA,"2020",44,0,TRUE,0,2,27,NA
"108",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",28,1,FALSE,1,0,25,NA
"109",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",32,1,FALSE,0,4,25,NA
"110",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",35,1,FALSE,0,3,25,NA
"111",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",37,1,FALSE,0,2,25,NA
"112",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",40,1,FALSE,0,3,25,NA
"113",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",42,1,FALSE,0,2,25,NA
"114",20221,"RUTW","LETE","29.77026","-93.17843","none",44,NA,NA,28,44,44,TRUE,7,NA,NA,"2020",44,1,TRUE,0,2,25,NA
"115",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",30,1,FALSE,1,0,24,NA
"116",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",32,1,FALSE,0,2,24,NA
"117",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",35,1,FALSE,0,3,24,NA
"118",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",37,1,FALSE,0,2,24,NA
"119",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",40,1,FALSE,0,3,24,NA
"120",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",42,1,FALSE,0,2,24,NA
"121",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",44,1,FALSE,0,2,24,NA
"122",20231,"RUTW","CONI","29.76418","-93.14487","none",40,NA,NA,30,44,45,FALSE,1,NA,NA,"2020",45,0,TRUE,0,1,24,NA
"123",20233,"RUTW","LETE","29.76543","-93.15392","none",51,NA,NA,35,40,42,FALSE,0,NA,NA,"2020",35,1,FALSE,1,0,32,NA
"124",20233,"RUTW","LETE","29.76543","-93.15392","none",51,NA,NA,35,40,42,FALSE,0,NA,NA,"2020",37,1,FALSE,0,2,32,NA
"125",20233,"RUTW","LETE","29.76543","-93.15392","none",51,NA,NA,35,40,42,FALSE,0,NA,NA,"2020",40,1,FALSE,0,3,32,NA
"126",20233,"RUTW","LETE","29.76543","-93.15392","none",51,NA,NA,35,40,42,FALSE,0,NA,NA,"2020",42,0,TRUE,0,2,32,NA
"127",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",35,1,FALSE,1,0,32,NA
"128",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",37,1,FALSE,0,2,32,NA
"129",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",40,1,FALSE,0,3,32,NA
"130",20236,"RUTW","LETE","29.76872","-93.16984","none",51,NA,NA,35,44,44,FALSE,7,NA,NA,"2020",44,1,TRUE,0,4,32,NA
"131",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",35,1,FALSE,1,0,32,NA
"132",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",37,1,FALSE,0,2,32,NA
"133",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",40,1,FALSE,0,3,32,NA
"134",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",44,1,FALSE,0,4,32,NA
"135",20237,"RUTW","LETE","29.77026","-93.17829","none",51,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",49,0,TRUE,0,5,32,NA
"136",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",35,1,FALSE,1,0,25,NA
"137",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",37,1,FALSE,0,2,25,NA
"138",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",40,1,FALSE,0,3,25,NA
"139",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",44,1,FALSE,0,4,25,NA
"140",20238,"RUTW","LETE","29.77032","-93.17874","none",44,NA,NA,35,44,49,FALSE,7,NA,NA,"2020",49,0,TRUE,0,5,25,NA
"141",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",37,1,FALSE,1,0,26,20
"142",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",40,1,FALSE,0,3,26,20
"143",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",42,1,FALSE,0,2,26,20
"144",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",44,1,FALSE,0,2,26,20
"145",20240,"RUTE","CONI","29.75779","-93.11858","none",42,NA,NA,37,45,45,TRUE,1,1,46,"2020",45,0,TRUE,0,1,26,20
"146",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",42,1,FALSE,1,0,NA,NA
"147",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",44,1,FALSE,0,2,NA,NA
"148",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",45,1,FALSE,0,1,NA,NA
"149",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",48,1,FALSE,0,3,NA,NA
"150",20241,"RUTW","LETE","29.76202","-93.1377","none",NA,NA,NA,42,48,52,FALSE,6,NA,NA,"2020",52,0,TRUE,0,4,NA,NA
"151",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",42,1,FALSE,1,0,36,NA
"152",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",44,1,FALSE,0,2,36,NA
"153",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",45,1,FALSE,0,1,36,NA
"154",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",48,1,FALSE,0,3,36,NA
"155",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",53,1,FALSE,0,5,36,NA
"156",20243,"RUTE","LETE","29.75886","-93.12302","symbolic",55,20,20,42,53,55,NA,1,NA,NA,"2020",55,0,TRUE,0,2,36,NA
"157",20244,"RUTE","LETE","29.75732","-93.11537","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",42,1,FALSE,1,0,36,NA
"158",20244,"RUTE","LETE","29.75732","-93.11537","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",45,0,TRUE,0,3,36,NA
"159",20245,"RUTE","LETE","29.75735","-93.11519","barbed wire",52,30,30,42,42,45,FALSE,6,NA,NA,"2020",42,1,FALSE,1,0,33,NA
"160",20245,"RUTE","LETE","29.75735","-93.11519","barbed wire",52,30,30,42,42,45,FALSE,6,NA,NA,"2020",45,0,TRUE,0,3,33,NA
"161",20246,"RUTE","LETE","29.75726","-93.11508","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",42,1,FALSE,1,0,36,NA
"162",20246,"RUTE","LETE","29.75726","-93.11508","barbed wire",55,30,30,42,42,45,FALSE,6,NA,NA,"2020",45,0,TRUE,0,3,36,NA
"163",20247,"RUTE","LETE","29.75699","-93.11359","barbed wire",NA,50,50,42,45,48,TRUE,4,NA,NA,"2020",42,1,FALSE,1,0,NA,NA
"164",20247,"RUTE","LETE","29.75699","-93.11359","barbed wire",NA,50,50,42,45,48,TRUE,4,NA,NA,"2020",45,1,FALSE,0,3,NA,NA
"165",20247,"RUTE","LETE","29.75699","-93.11359","barbed wire",NA,50,50,42,45,48,TRUE,4,NA,NA,"2020",48,0,TRUE,0,3,NA,NA
"166",20248,"RUTW","LETE","29.76405","-93.14787","signs",63,0,0,44,48,52,FALSE,3,NA,NA,"2020",44,1,FALSE,1,0,44,NA
"167",20248,"RUTW","LETE","29.76405","-93.14787","signs",63,0,0,44,48,52,FALSE,3,NA,NA,"2020",48,1,FALSE,0,4,44,NA
"168",20248,"RUTW","LETE","29.76405","-93.14787","signs",63,0,0,44,48,52,FALSE,3,NA,NA,"2020",52,0,TRUE,0,4,44,NA
"169",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",44,1,FALSE,1,0,38,23
"170",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",48,1,FALSE,0,4,38,23
"171",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",52,1,FALSE,0,4,38,23
"172",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",53,1,FALSE,0,1,38,23
"173",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",55,1,FALSE,0,2,38,23
"174",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",57,1,FALSE,0,2,38,23
"175",20249,"RUTW","LETE","29.76431","-93.148","symbolic",57,10,20,44,61,61,TRUE,1,1,61,"2020",61,0,TRUE,0,4,38,23
